"나이","체지방률","악력","앞으로굽히기","윗몸일으키기","멀리뛰기","등급","bmi"
23,32.7,25.7,32.1,20,169,"D",23.5
43,39.6,28.5,6.8,0,146,"D",29.7
25,34.1,23.8,11.9,13,158,"D",24.2
44,38.3,21.5,13.6,7,132,"D",24.3
54,40.7,15.6,-0.5,2,90,"D",21.8
38,42,26.9,13.4,24,120,"D",27.3
38,21.7,24.7,9,24,124,"D",20.2
33,33,20.3,-0.4,1,144,"D",20.9
45,27.7,15.3,17.2,15,152,"D",20.6
22,29.1,19.3,8.9,26,147,"D",18.7
54,25.4,20.3,12.2,10,77,"D",20
45,36.2,20.6,19.4,19,127,"D",23.2
58,40.9,23.4,18,23,126,"D",28.8
27,44.3,24.7,7.5,43,115,"D",29.3
22,23.4,23.1,9,14,164,"D",18.7
22,22.1,14.2,10.9,16,123,"D",16.5
53,38.5,21.6,10,30,120,"D",26
40,39.7,32.1,15.8,24,176,"D",26.3
49,36.1,27.5,17.4,18,120,"D",28
22,22.1,27.5,3.6,49,159,"D",18.2
60,33.7,25.9,22.5,0,93,"D",21.2
37,37,18,3.9,2,103,"D",20.2
39,27,26.3,24,15,140,"D",21.5
63,39.8,27.6,11.5,8,140,"D",29.2
50,34.4,24.1,3,16,130,"D",23
45,33.8,20.9,-3.5,0,111,"D",22.6
35,47.7,20.2,19.5,17,155,"D",36.6
21,25.3,15.2,10.1,36,192,"D",18.4
61,26.1,19.8,14.4,3,112,"D",21.2
47,36.8,24.1,19.4,22,136,"D",25.7
48,36.8,27.7,10.3,22,147,"D",26.6
31,29.7,21.6,15.8,27,128,"D",22.3
55,36,25.4,20,22,118,"D",27.4
44,25.5,18.9,3.1,17,141,"D",22.7
60,48.9,29.2,12.8,7,101,"D",35
22,32.7,17.6,26.5,17,143,"D",21
26,30.8,17.9,4.5,17,142,"D",21.2
34,42.6,20.6,-2.8,5,135,"D",28.6
25,35.5,24.3,6.5,25,140,"D",24.1
35,36.6,25.8,15.1,20,161,"D",25.7
26,23,20.5,12.8,18,110,"D",19.5
35,21.2,23.5,0.4,18,151,"D",23.4
54,28.7,23.5,9.7,23,116,"D",21.5
21,28.20985,21.8,21.4,21,139,"D",18.9
62,33.9,14.9,10.7,2,83,"D",24.2
50,36.9,23.1,18.7,6,129,"D",26.2
62,41.3,22.6,22.4,1,81,"D",27.6
24,32.5,25.3,-2.2,18,149,"D",21
36,31.4,21.4,21.6,13,154,"D",20.8
22,30.1,17.8,5.8,22,115,"D",21.6
60,33.5,19.8,11.6,3,157,"D",20.9
24,31.2,24.3,11.8,14,132,"D",19.4
64,45.9,20,13.6,0,57,"D",31.2
38,35.3,28.1,17.3,30,161,"D",27.2
21,35.8,21.2,10.1,33,154,"D",24.8
46,25.9,23.3,0.7,12,138,"D",24.1
23,25.1,23.9,7.8,37,171,"D",18.3
29,28.3,22.7,26.5,44,133,"D",22.6
52,35.7,25.7,-7.6,10,134,"D",21.5
55,36.4,22.3,16.5,1,93,"D",23.7
29,30,20.1,14.8,0,115,"D",19.5
63,42,23.7,23.8,0,103,"D",23.9
42,39.4,24.9,-4.1,40,137,"D",22.2
46,37.7,24.7,21,24,124,"D",26
21,31.2,29.5,22.8,15,181,"D",22.8
56,36,19.1,17.7,20,92,"D",27.8
51,35.2,24.7,16.4,4,123,"D",23.6
35,22.5,45.5,24.1,26,159,"D",22.1
62,31.4,24.4,20.5,15,98,"D",23.5
32,33.2,29.4,15.5,28,174,"D",25.6
54,36.9,24.6,19.8,5,133,"D",25.4
60,33.8,19.3,18.3,22,110,"D",24.2
52,49.3,23.9,0.1,21,101,"D",26.5
55,33.3,18.3,23.5,19,139,"D",22.9
63,39.8,20.2,28.5,10,105,"D",30.4
48,37.7,18.8,15,2,134,"D",24.1
63,38,23.1,-2.1,11,98,"D",24.7
29,39.3,27.7,20.5,30,178,"D",28.3
27,28.4,22.3,7.5,15,150,"D",19.6
47,36.1,26.6,-1.3,18,143,"D",27.6
39,32.8,34.1,5.5,12,148,"D",24.2
24,35.3,23.3,-0.5,22,120,"D",25
45,35.4,22.7,23.4,17,86,"D",25.2
62,36.6,15.4,11.5,5,91,"D",22.8
62,40.2,27.5,18.5,11,119,"D",25
56,36.3,27.1,16.9,15,138,"D",26.9
38,40.4,22.5,8.7,7,139,"D",27.4
37,29.7,24.8,31.2,15,128,"D",24.2
51,44.8,26.6,20.7,13,114,"D",29.3
62,38.5,26.4,18.7,6,101,"D",27.3
25,34.5,28.1,20.6,19,152,"D",20.2
29,31.4,23,6.8,32,151,"D",23.4
54,38.7,15.6,13.8,5,118,"D",21.9
63,37,27.2,7.8,0,105,"D",11.1
60,37.57393,18.3,18.8,0,117,"D",23.6
23,41.5,28.3,14.3,2,138,"D",30.1
33,22.7,21.5,20,47,171,"D",21.3
57,41.2,28.9,22.1,0,113,"D",28.4
22,29.8,22.8,8.4,47,186,"D",21
60,39.3,18.8,19,5,130,"D",22.3
44,23.7,23.1,12.1,12,127,"D",20.9
26,39.8,18.9,18,25,139,"D",25.1
46,34.3,21.1,19.2,11,122,"D",23.3
57,20.7,22.2,19.3,0,95,"D",18.1
24,21.1,22.5,23.1,19,182,"D",16
39,30.4,22.3,3.8,23,144,"D",21.3
28,15.7,33.1,20.2,45,163,"D",20.3
41,25.6,29.7,-3,2,110,"D",20.2
48,38.9,20.4,21.9,0,130,"D",25.8
23,38.7,26.3,21.5,15,138,"D",26.7
51,33.5,20.6,15.9,3,135,"D",24
33,34.1,27.1,12,52,169,"D",24.7
33,40.9,21.8,20.1,10,119,"D",25.6
21,41.7,22.6,20.3,21,131,"D",26.8
26,31.3,28.2,25.1,33,163,"D",23.2
64,42.7,24.8,5.8,5,118,"D",25.6
62,39.3,18.1,18.5,0,104,"D",26.1
50,31.5,18.2,19,28,160,"D",27.5
60,28.9,27.8,6.6,10,110,"D",22.9
56,39.9,23.7,12.6,25,125,"D",29.8
52,29.6,22.6,14.9,17,134,"D",23
64,35,21.7,23,17,114,"D",24.7
27,25.4,23.2,21.5,19,142,"D",19.1
53,36.9,24.3,11.3,15,50,"D",28
39,38.1,24.7,15.7,21,149,"D",26.7
50,34.8,22.9,14.1,29,120,"D",27.4
52,35.1,21.3,18.2,21,149,"D",25.2
43,44.4,27.5,7.7,18,137,"D",29.5
45,25.4,22.7,5,30,159,"D",21.7
22,37.1,23.4,27.5,2,144,"D",23.2
42,28.7,30.2,15.9,29,158,"D",24.3
60,35,23.4,12.5,6,117,"D",22.1
25,28,28.8,-8.6,30,168,"D",21.1
38,32.4,11.8,19.5,36,102,"D",21.6
51,37,23.7,11.3,9,152,"D",23.3
52,37.3,20.4,19.2,26,115,"D",23.8
25,46.9,15.2,13,16,105,"D",25.5
26,36.3,24.9,0.6,30,159,"D",22.6
22,33.2,21.6,-4.9,38,164,"D",22.3
58,32.7,19.7,7.6,2,127,"D",22.7
60,39.2,23,11.8,0,100,"D",25.6
39,32.9,19.3,14.1,10,138,"D",21.6
57,34.4,22.1,9.6,14,111,"D",21.5
60,41.8,22.1,19.5,0,0,"D",25.6
43,40.3,25.4,8.9,30,115,"D",29.2
49,32.2,23.6,26.1,27,145,"D",24
61,31.5,24.6,-4,0,120,"D",21.2
51,39.5,25.9,15.6,12,139,"D",29.1
48,25.4,23.4,6.9,23,134,"D",23.2
47,39.6,26.5,-10,11,128,"D",28.3
23,41,28.8,5.7,12,153,"D",33.9
41,32.6,31.2,11.4,20,171,"D",26.5
21,37.6,23.7,17.1,40,164,"D",28.8
48,25.5,26.7,18.7,14,162,"D",20.8
49,34.8,22.7,8.2,18,132,"D",25.6
26,22.3,20.9,-0.3,18,134,"D",17.3
21,30.9,7.9,13,23,125,"D",19.6
23,35.7,21.2,18.9,10,137,"D",25.7
63,25,16.7,27.4,9,122,"D",22.4
64,44.4,26.1,1.5,3,78,"D",27.8
60,26.9,23.3,10.2,7,88,"D",19.1
60,40.4,33,12,4,114,"D",28.6
53,35.8,25.7,9.5,10,138,"D",25.5
60,30.4,20.2,12.7,0,70,"D",20.2
33,29.1,25.6,7,30,162,"D",20.2
46,33,24.1,-1,17,118,"D",24.6
54,37.1,18.3,2.8,1,85,"D",21.4
42,39.9,25,15.9,13,152,"D",21.2
54,39.4,22.2,13.5,16,133,"D",27.8
29,34.7,19.5,16.4,12,129,"D",23.8
24,39.1,24.3,11.6,29,130,"D",27.1
30,38.8,24.8,28.7,22,130,"D",23.4
64,34.6,22.3,3.2,9,100,"D",24.6
41,39.9,28.3,11.2,7,113,"D",25.4
46,36.4,21.6,0.5,10,123,"D",22.8
22,20.6,23.5,7.4,44,148,"D",20.4
38,31.7,15.6,-2.7,24,120,"D",20.1
22,33.4,17.5,17.6,22,134,"D",21.6
46,35.28637,36.2,20.6,23,152,"D",28.1
62,33.8,26.2,11.2,16,121,"D",26.4
27,37.8,18.7,18.5,15,132,"D",23.9
23,31.1,18.2,1,34,149,"D",20.5
59,30.1,31.1,25.6,8,137,"D",22.6
25,26.6,25.2,8.5,25,163,"D",18.7
21,48.2,26.2,10.3,19,157,"D",27.8
23,24.4,20.8,27.9,17,126,"D",18.5
63,21.9,22.1,3.7,0,107,"D",18.4
64,33.7,21.3,16.4,0,91,"D",22.6
54,33.7,30.3,20,16,145,"D",25.2
32,39.1,20.3,13.8,15,120,"D",28
28,26.5,21.9,8.3,32,157,"D",20.4
42,47.3,35.8,-2.8,17,145,"D",37.3
55,37.3,10.4,0.5,19,102,"D",25.9
49,26.8,19.8,3.6,0,149,"D",20.5
23,29.9,24.8,13,40,135,"D",20.8
51,35.3,33.6,17.5,11,153,"D",24.9
27,35.7,30.6,11,42,157,"D",27
42,24.1,30.6,16.6,33,148,"D",21.7
46,36.3,24.1,4.6,36,168,"D",25.9
58,43,15,5,5,121,"D",28.4
22,39.6,21.2,17.8,15,130,"D",23.8
22,32.5,24.6,14,21,130,"D",20.2
63,37.2,19.2,15.6,3,116,"D",24
23,23.6,23.9,15,23,142,"D",18.6
26,23.8,20.2,16.5,20,132,"D",17.6
47,33.2,26.7,25.1,25,132,"D",25.4
51,31.6,27.7,17.1,24,125,"D",22.9
50,38.3,19.8,16.5,8,130,"D",21.4
40,48.6,21.3,4.6,4.6,116,"D",38.3
57,33.9,24.8,6.4,12,141,"D",23.1
42,27.3,22.8,8.1,23,142,"D",19.3
57,30.1,25.3,-3,19,130,"D",23.1
54,42,18.5,11,0,85,"D",26.3
55,38.8,25.1,23.3,5,132,"D",25.7
63,38.8,20.2,13.2,2,98,"D",23.7
50,33.4,16.6,10.6,0,111,"D",24.6
22,32.9,35.2,16,27,173,"D",28
52,43.2,25.6,21.3,23,145,"D",30.3
60,31,25.6,21.7,0,131,"D",21.3
47,36.7,20.8,-9,25,119,"D",20.8
51,45.7,12.9,8.4,2,110,"D",29.8
24,38.5,22.2,20,22,150,"D",23
58,40.5,24.8,4.5,23,103,"D",27
49,39.5,26.7,20,20,153,"D",28
54,25,22.1,3.4,16,123,"D",22.1
56,25.1,18.3,15.1,7,112,"D",20.3
59,31.1,21.2,4.2,10,100,"D",19.8
48,32.5,26,10.4,18,135,"D",23.7
51,22.4,16.4,15.8,12,120,"D",18.8
54,34.2,20.7,13.9,26,150,"D",25.5
53,32.7,17.1,16.8,1,86,"D",26.1
22,40.3,15.3,4.1,27,129,"D",26
45,34.4,28.7,16.9,28,169,"D",27.9
26,36,18.5,23.5,26,121,"D",24.3
29,35.1,17.4,-10.9,40,118,"D",19.6
37,39.3,22.7,9.4,8,140,"D",26.2
21,42.8,22.6,16.5,28,147,"D",27.9
50,26.6,16.4,11.6,18,147,"D",18.6
60,27.9,17.5,4.3,25,131,"D",22.4
41,35.15,29.5,16.6,24,144,"D",26.5
40,46,27.4,3.5,5,91,"D",33.6
46,31.9,20.7,10.6,23,151,"D",23.4
42,37.8,26.3,19.3,23,150,"D",26
35,37.2,27.5,6.4,23,116,"D",25.8
59,39.9,27.1,18.2,0,101,"D",27.4
27,33.7,27.1,9.8,11,136,"D",20.7
23,40.3,24,-5.5,1,116,"D",30.3
63,34.7,21.4,4.8,9,120,"D",19.9
52,27.2,30.3,4.2,27,148,"D",22.4
61,33.9,27.1,24,12,109,"D",28
44,39,20.7,12.6,15,137,"D",26.2
37,31.9,22,15.8,7,158,"D",22.9
31,24.5,20.9,9.1,25,121,"D",22.3
61,23.9,22.8,18.1,18,127,"D",19.4
47,34.3,24.7,12.6,25,148,"D",23.8
27,19.6,33.1,2.2,53,168,"D",23
57,43.9,21,5,0,101,"D",30.7
22,31.9,12,16.5,26,141,"D",23
22,29.5,15.9,10.1,27,156,"D",19
28,44.8,14.1,-5.2,0,113,"D",26.7
43,33.7,28.6,14.6,23,126,"D",24.5
27,34.3,8.6,18.5,27,157,"D",25.7
40,26.6,26.1,-4,25,138,"D",21.1
42,30.7,20.4,-2,35,139,"D",26.4
28,35.1,29.6,-5.9,25,156,"D",24.1
27,21.1,20.1,10.8,15,157,"D",17.7
51,25.1,27.2,35.2,25,134,"D",22.1
24,45.4,16.5,6.3,16,62,"D",31.5
31,38.3,24.4,12.4,3,135,"D",23.6
62,34.3,24.4,-0.1,3,154,"D",22.7
37,23.8,44.7,22.3,46,191,"D",23.6
58,34.1,28.7,9.8,13,133,"D",26.3
21,34.1,17.3,19.8,15,133,"D",19.1
58,26.2,20.9,19.7,4,147,"D",19.8
60,38.9,26.4,16.9,1,120,"D",24.1
54,31.6,16,12.5,13,120,"D",23
59,38.3,24.3,22.7,13,146,"D",25.1
48,35.8,30,17.8,23,203,"D",28.5
24,26,26.4,14.7,31,172,"D",22.3
31,27.3,19.5,4.8,19,161,"D",22.2
52,36.2,26.4,20,7,120,"D",23.2
35,27.7,23.5,23.3,9,135,"D",21.8
47,31.2,18.7,4.1,0,106,"D",23.4
23,34.5,31.7,12.5,31,164,"D",27.3
23,34.8,18.1,16.7,20,150,"D",20.3
33,34.7,30.4,21.6,13,145,"D",24.6
46,32.2,16.8,-1.5,29,144,"D",21.9
27,33.6,14.9,10.9,24,137,"D",20.4
22,25.9,18.8,1.6,31,174,"D",20.8
49,32.8,22.8,18,11,106,"D",26.1
57,49.8,17.5,-3.4,0,65,"D",31.2
62,36.4,19,19,0,113,"D",27.6
50,14.3,22.1,8,26,160,"D",16.3
60,37.4,26,14.1,7,106,"D",27.2
21,31.9,20,9.6,30,125,"D",20.6
29,36.6,19.6,14.3,23,130,"D",27.8
21,31.8,19.2,2,30,135,"D",20.1
59,33.8,25,9.8,13,86,"D",25
23,34.2,24.1,23.7,44,145,"D",25.5
34,29.5,18.7,9,26,184,"D",20.7
60,24.3,19.5,22.3,0,140,"D",18.9
60,37.5,24.5,13.8,0,105,"D",27.6
53,39.4,24.6,15.8,12,126,"D",30.1
21,30.1,18.3,16.7,15,118,"D",19.3
41,21.4,21.5,-3.7,35,136,"D",19.3
22,15.7,34.9,11.8,34,169,"D",19.1
63,34.9,21.3,3.9,22,130,"D",23.6
61,31.1,27.1,21.5,4,152,"D",22.2
32,24.5,29.1,20.7,15,156,"D",22.4
60,36.5,20,18.2,15,85,"D",29.9
33,20.2,20.6,-9,37,128,"D",19.8
46,38,26.1,-6.6,13,137,"D",30.6
27,36.3,32.7,22.4,43,166,"D",28.4
61,44.7,25.4,11.6,4,130,"D",29.6
22,32.4,29.7,-4.6,31,159,"D",22.6
26,28.7,16.7,3.7,25,147,"D",18.8
36,34.3,26.8,12.4,28,166,"D",26
21,23.2,19.6,18.5,28,160,"D",21.4
41,35.3,31.1,22,18,178,"D",26.9
53,32.9,20.4,7.9,22,126,"D",20.4
56,32.3,20.8,21.1,5,100,"D",23
44,32.4,25.6,8.7,13,159,"D",23.7
27,28,19.9,1.8,45,166,"D",21.7
24,34.5,21.1,-1.1,30,136,"D",23.8
27,33.1,28.8,16.4,19,110,"D",20.7
27,42.2,17.6,6.8,12,165,"D",35.4
33,30.56,23.3,0.6,33,143,"D",21.1
21,32.1,22,13,23,124,"D",24.5
42,32.3,28.9,18,24,45,"D",22.8
24,32.9,18.5,14,10,114,"D",21.7
47,40.3,17.2,13,7,132,"D",23.9
46,41.2,21.4,15,28,150,"D",32.4
46,35.2,23.7,9.7,20,142,"D",27.6
48,32.6,24.1,17.5,28,150,"D",26.8
37,30.1,14.4,-4.5,22,100,"D",22.2
23,25.2,20.8,7.5,24,165,"D",19.2
57,37.5,24.9,7,20,105,"D",24.5
50,26.2,27.2,4,16,110,"D",23.2
37,30,28,2.7,16,159,"D",26.9
57,33.7,22.6,6.8,28,148,"D",25.7
24,30.2,19.7,17,19,133,"D",19.9
48,27.9,20.6,11.6,15,119,"D",21.1
64,35.3,27.8,12.6,5,89,"D",23
41,25.7,22.3,1,29,153,"D",22.1
31,36,27.4,19.3,15,162,"D",23.1
52,27.8,24.8,11.5,9,90,"D",19
21,39.4,28.2,20.1,33,184,"D",25.8
50,31.6,17.4,7.9,16,140,"D",20
21,30.7,13.6,17.7,17,155,"D",23.4
52,39.6,19,7.9,6,118,"D",26
41,36.5,20.6,5.6,2,87,"D",24.9
51,24.5,18.8,19.2,34,135,"D",20.8
29,22.8,25.4,0.4,29,149,"D",18.7
24,29.7,22.7,20.6,32,138,"D",22.5
58,45,27.2,-16,0,73,"D",32.7
45,29.7,23.3,-4.5,20,128,"D",24.7
50,46,23.5,15.7,0,123,"D",36
60,38.8,30,17.3,24,123,"D",28.4
56,35.5,24.8,2,10,130,"D",25.3
21,36,12.4,-1.7,32,101,"D",23.7
57,40.8,22.4,7.4,0,116,"D",25.1
30,35.8,22.5,2.9,0,120,"D",21.8
37,28.4,22.6,17.7,18,158,"D",19.1
38,29.6,23.4,-11.1,20,140,"D",19.2
60,33.5,17.4,14.5,0,116,"D",22.9
58,41.8,23.9,18.8,13,99,"D",27.2
22,24.3,33.2,17,17,175,"D",21.9
39,34.6,25.4,6.3,12,150,"D",24.8
39,37,19.2,14,31,149,"D",27
38,28.7,24.5,15.4,6,139,"D",19
51,37.4,23.2,21.4,11,118,"D",30
51,34.4,20.5,12.9,2,80,"D",27.7
38,31.24232,28.5,19.3,33,151,"D",23.2
22,26.2,22.2,13,13,130,"D",19.4
50,32.2,27.1,6.7,12,139,"D",23.2
41,24.5,27.3,0,23,132,"D",21.5
59,48,17.2,4.6,18,91,"D",32
63,43,18,0,0,70,"D",30.4
57,37.3,22.3,21.9,10,131,"D",27.9
56,31.6,16,15.7,3,155,"D",21.5
24,33,16,-10.3,12,129,"D",18.7
42,39.3,26.7,-1.9,15,137,"D",28.6
63,27.1,16.9,19.8,16,146,"D",23.5
41,34.1,26.8,9.4,29,148,"D",22.5
24,31.4,24.4,2,25,135,"D",20.8
36,40.8,23.6,-3.8,13,146,"D",26.2
25,32.5,28.5,-6.5,22,169,"D",22
62,34.8,32.3,3.6,13,93,"D",25
24,31.5,26.8,14.4,12,173,"D",19.9
64,43.5,20.9,9.9,0,82,"D",23.9
53,37.4,26.6,15.8,10,101,"D",24.2
58,26.4462,25.9,23.2,20,141,"D",21.3
21,41.2,32.5,14,44,162,"D",27.2
26,31.79044,33.8,13.2,35,162,"D",24.1
51,35.3,27.7,15.5,10,127,"D",27.5
25,30,20.6,15.8,43,193,"D",23.5
59,32.6,20,21.5,22,90,"D",22.2
37,37,17.2,19.2,25,150,"D",23.4
58,33.3,27.1,23.8,8,109,"D",22.5
57,32.5,23.8,18.1,7,139,"D",23.1
59,38.7,21,1.8,2,107,"D",25.4
40,35.5,34.3,18,41,170,"D",30.4
49,30.9,24.2,2.6,12,134,"D",22
62,38.8,22.3,3.9,0,70,"D",26.6
34,35.1,27.2,21.4,18,150,"D",26.5
39,38.6,33.1,16.9,14,94,"D",25.2
64,25,23.6,24.7,1,113,"D",21.5
58,27.2,32.8,19.9,29,139,"D",25.4
45,16.1,6.7,11.5,8,0,"D",14.3
61,31.4,14,20.6,0,0,"D",27.6
48,34.2,22.6,5.3,28,143,"D",22.7
30,27,21.1,-1.4,39,140,"D",18.7
64,29.6,23.2,8.8,30,160,"D",20.2
63,38,25.9,23.5,0,69,"D",25.5
49,38.7,30.8,11.7,6,147,"D",26.3
39,32.9,17.1,9,38,137,"D",19.5
49,36.5,25.9,18,41,127,"D",25.4
47,27.4,25,3.2,17,129,"D",24.4
57,26.6,23.1,11.7,0,90,"D",22.1
48,31.8,32.8,4,18,160,"D",27.2
47,34.6,22.9,3.6,12,120,"D",24.7
45,15.9,18.9,22.1,28,146,"D",17.5
22,33.2,22.2,9,31,159,"D",23.8
42,36.6,18.4,8.5,12,107,"D",23.7
41,29,17,9.8,29,143,"D",21
54,39.2,19.2,19,0,132,"D",21.9
26,37.2,20.7,22.7,15,157,"D",26.6
23,26.1,21.2,9.2,30,113,"D",19.3
26,22.5,24,-6,8,142,"D",18.5
57,42.4,22.4,12.2,0,100,"D",30.6
46,22.9,20.3,21.2,6,116,"D",26
27,37,18.4,8.8,22,151,"D",22.8
48,29.2,24.2,12.4,20,138,"D",21.2
59,27.3,25.9,5.4,1,116,"D",21.4
54,35.2,17.7,12.7,8,105,"D",24.4
32,25.9,21.7,27.5,37,175,"D",22.4
37,20.7,22.9,6.4,5,149,"D",18.9
24,32.4,21.1,11.7,12,143,"D",21.6
25,33.1,27.1,4.5,15,143,"D",21.9
57,40.3,18.6,11.7,15,103,"D",25.2
22,34.3,21.6,4.2,23,120,"D",19.4
54,32.6,22.4,14,0,60,"D",23.2
34,23.3,22.7,6.7,43,173,"D",18.6
41,35.4,22.3,-1.5,30,154,"D",23.6
21,20.1,23.6,3.3,46,195,"D",19.2
26,30.2,19.2,30.8,39,140,"D",22.2
54,40.1,21.9,9.6,11,135,"D",29.4
56,33.5,22.2,17.2,14,145,"D",26.1
51,35.2,26.2,11.8,9,126,"D",24
58,24.7,19,20,6,47,"D",26.3
22,38.5,22.2,9.3,27,126,"D",26
41,30.7,10,14.5,16,107,"D",21.7
41,37,17.6,-0.7,17,113,"D",25
36,20.4,17.3,0.9,12,139,"D",15.8
32,39.5,24.9,5.8,7,158,"D",25.6
39,30.2,25.8,7.9,45,151,"D",21.9
53,32.7,27.6,11.4,12,133,"D",23.9
24,37.2,19.3,25.8,10,155,"D",25
24,24.7,21.4,3.8,21,152,"D",16.2
61,38.5,18,15,1,70,"D",16.3
63,39.8,22.7,10.1,4,117,"D",28.8
40,30,21.7,20.3,15,153,"D",20.3
59,34.6,20.1,21.4,16,103,"D",25.2
59,40.4,19.4,16.21,0,116,"D",23.8
61,40.2,21.7,10.8,3,115,"D",25.4
61,28.4,24.3,4.4,11,112,"D",23.9
39,33.1,25.2,14.7,11,124,"D",21.5
63,38.9,30.8,22,0,117,"D",25.3
22,34.2,0,15.2,45,165,"D",20.3
58,29.9,26.3,14.6,20,144,"D",21.1
60,50.3,20.1,-8.1,0,0,"D",30
26,37.4,23.9,11.2,10,135,"D",28
50,35.4,17.9,8.9,12,107,"D",21.1
23,28.9,20.5,6.3,12,148,"D",21.3
38,30.5,24.4,17.8,19,126,"D",23.2
31,25.6,24.5,-1.8,39,169,"D",21.1
24,31.2,22.7,17.2,9,145,"D",18.6
41,31.6,20.7,10.7,15,155,"D",26.5
43,24.7,20.6,13.5,20,140,"D",18.2
45,27.6,25.1,3,24,136,"D",21.1
38,38.7,31.7,14,27,130,"D",25.9
57,41.1,21.7,16.7,0,106,"D",24.8
50,36.6,19.1,14.5,23,148,"D",26.7
23,36,20.2,15.1,22,124,"D",24.2
24,33.1,30.1,2.7,15,120,"D",23.6
58,39.2,27.9,15,0,96,"D",27.4
21,33.7,20.3,25.7,14,131,"D",23.7
27,25.2,17,19.3,25,126,"D",19
41,24.4,29.8,19,32,152,"D",21.3
22,31.1,23.7,-11,24,112,"D",22.9
37,27.9,23,-1,14,145,"D",19.2
22,23.9,19.1,-2.1,26,148,"D",18.3
59,30.7,18,20,0,103,"D",21.8
22,31.8,18.7,-4.6,32,150,"D",19.7
31,36.1,20.4,14.3,17,147,"D",22.3
22,27.6,25.2,12.3,27,172,"D",19.7
33,36.5,16.6,9.1,24,133,"D",22.3
23,34.6,21.4,14.9,19,145,"D",21.3
21,31.7,20.7,1.7,15,160,"D",19.5
22,30.8,22.2,18.6,28,154,"D",18.9
21,35.8,31.6,14.2,31,158,"D",28.5
22,28.4,23.8,9.9,20,120,"D",20.4
48,30.9,20.8,5,15,104,"D",19.2
64,37.4,25.8,4.1,10,105,"D",25.9
22,33.9,21.8,3.8,43,117,"D",20.7
23,26.4,18.3,1,14,115,"D",19.8
60,35.7,20.7,5.3,0,70,"D",26.2
36,26.7,26.7,24.2,23,171,"D",20.6
21,34.6,20.4,10.9,4,118,"D",21.4
24,25.7,26.9,7,16,151,"D",18.6
42,38.9,22.9,10.5,37,166,"D",29.4
53,41.6,26.6,9.6,15,135,"D",30
22,30.9,18.8,18.6,36,128,"D",21.9
64,35.1,13.1,3.6,15,81,"D",25.7
63,41.5,15.7,7.1,10,103,"D",27.9
23,22.7,28.5,8.6,30,143,"D",22.3
58,30.1,16.5,21.5,0,100,"D",21.9
45,30.9,25.6,-7.5,10,126,"D",22.5
62,37.3,22,16.4,19,113,"D",28.5
48,50.6,36.9,8.2,0,159,"D",42.7
38,32.4,24.7,3,9,123,"D",22.2
29,39,24.6,13.8,26,160,"D",27
49,38.7,19.6,10.4,18,155,"D",23.9
54,34.3,20.5,20.3,15,135,"D",25.1
55,34.8,23.9,11.3,2,112,"D",22.2
51,28.9,30,11.8,23,150,"D",22.7
29,31,15.5,10.9,6,133,"D",18.7
27,47.9,24.9,10.6,12,129,"D",30.8
24,30.7,26.4,24.7,32,166,"D",23.5
53,34.4,24.2,16.4,28,129,"D",25.3
41,39.6,22.7,19.5,32,160,"D",26.8
33,42.7,28.1,9.4,19,121,"D",33.5
44,38.1,32.3,-6,18,97,"D",22.8
31,24.1,31.5,4.1,43,165,"D",20.9
37,31.9,24.2,16.9,22,127,"D",21.4
24,44,20.1,11.7,22,115,"D",22.3
24,26.4,22,24.5,15,138,"D",19.5
57,38.2,18.8,7.1,16,115,"D",23.5
38,40.7,25.1,1.7,20,139,"D",23.7
23,36.5,34.3,17.5,28,192,"D",27.2
24,30.2,23.4,23.9,32,171,"D",21
22,27.3,20.2,-4.7,28,136,"D",19.3
59,25.3,27.1,18.5,17,95,"D",19.1
23,38,22.3,17.6,17,131,"D",25.3
64,32.7,20.5,8,12,92,"D",29.4
62,33.3,22.3,20.3,16,102,"D",25.7
49,44.3,25.4,25.1,5,125,"D",31.2
22,26.3,25.2,7,18,140,"D",18.3
56,39.6,17.1,13.6,10,99,"D",26.2
43,29.8,27.5,7.8,26,149,"D",22.6
63,33,18.6,19.8,23,135,"D",25.5
59,32,16.5,1.5,0,105,"D",22.6
37,27,25.1,6.5,27,167,"D",22.7
22,31.4,25.4,-6.9,29,142,"D",19.8
64,39.4,28.1,6.4,7,87,"D",27.9
29,37.5,22.7,7.8,19,125,"D",23.4
27,28.3,27,6.5,41,118,"D",20.1
21,34.1,26,17.4,40,175,"D",25.8
64,30,26,23.1,4,120,"D",20.7
56,44,31.5,16.4,6,142,"D",34.2
33,40,24.2,20.3,7,139,"D",28
26,22.4,16.6,-2.8,26,140,"D",19.2
63,36.5,26.7,22.6,14,120,"D",28.5
61,36.6,24.9,13.8,0,137,"D",24.7
21,26.9,22.6,12,15,190,"D",18.3
54,28.7,27.7,23.5,7,138,"D",23.1
44,38.5,25.5,15.6,24,130,"D",27.2
55,35.4,22.1,13.5,9,138,"D",22.7
28,29.8,21.3,22.8,30,130,"D",20.6
56,37.8,22.1,-7.4,29,118,"D",26.9
41,39.9,22.6,21.8,0,82,"D",26.2
25,29.2,21.5,20.4,40,145,"D",19.6
64,24.4,18.5,13.4,3,62,"D",20.1
58,33.3,25.8,6,3,126,"D",23.5
28,32.3,26.3,20.1,42,128,"D",25.4
